"Project ID","Project Name","Project Status","Construction Status","Plannning Approval Address","Zip Code","Block","Lot","Supervisor District","City Analysis Neighborhood","Planning Neighborhood","Lead Agency","General Housing Program","Specific Program Area","Multiphase or Multisite Project Name","Redevelopment Project Area","Project Type","Housing Tenure","SSP Acquisition Date","Issuance of Notice to Proceed Date","Issuance of Building Permit Date","Issuance of First Construction Document Date","Estimated/Actual Construction Start Date","Estimated Construction Completion Date","Project Lead Sponsor","Project Co-Sponsor","Project Owner","Planning  Case Number","Planning Entitlements","Entitlement Approval Date","Section 415 Declaration","Total Project Units","MOHCD Affordable Units","% Affordable","SRO Units","Studio Units","1bd Units","2bd Units","3bd Units","4bd Units","5+ bd Units","Mobility Units","Family Units","Senior Units","TAY Units","Homeless Units","Disabled Units","LOSP Units","Public Housing Replacement Units","20% AMI","30% AMI","40% AMi","50% AMI","55% AMI","60% AMI","80% AMI","90% AMI","100% AMI","105% AMI","110% AMI","120% AMI","130% AMI","150% AMI","AMI Undeclared","Latitude","Longitude","Location"
"2016-054","469 Eddy","Construction","(4) Site Work Permit Issued","469 Eddy St","94102","337","014A","5","Tenderloin","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,"11/30/2018",,,,"469 Eddy Street, LLC",,,"2014.0562",,"06/16/2016","On-site BMR Project","28","3","11","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","37.78330387","-122.4152724","(37.78330387, -122.4152724)"
"2017-035","3601 Lawton","Pre-Construction","(3) Design with Entitlements Approved","3601 Lawton St","94122","1901","1","4","Sunset/Parkside","Outer Sunset","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Kodorski Design Inc",,,"2015-009053PRJ","2015-009053CUA,2015-009053ENV,2015-009053PPA,2015-009053PPA-02,2015-009053TDM","12/21/2017","On-site BMR Project","41","10","24","0","0","7","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","0","0","3","0","0","37.75662309","-122.5016149","(37.75662309, -122.5016149)"
"1993-006","Bernal Bundle Scattered Sites - Woolsey Apartments","Building Rehabilitation (Construction)","(5) First Construction Document Issued","195 Woolsey St","94134",,,"9","Portola","Excelsior","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Bernal Bundle Scattered Sites","Not in an OCII Project Area","Rehabilitation","Rental","03/28/1994","12/01/2025","09/21/1994",,"10/01/2025","02/01/2026","Bernal Heights Housing Corporation",,,,,,,"10","10","100","0","10","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","2","0","8","0","0","0","0","0","0","0","0","0","37.72480443","-122.4032998","(37.72480443, -122.4032998)"
"2021-001","550 O'Farrell","Pre-Construction","(3) Design with Entitlements Approved","550 O'Farrell St","94102","318","9","5","Tenderloin","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Sandhill O'Farrell LLC",,,"2017-004557PRJ",,"01/14/2021","On-site BMR Project; Fee Payment","111","22","20","0","0","7","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","4","0","0","0","5","0","0","0","0","37.78596109","-122.4138963","(37.78596109, -122.4138963)"
"2023-011","1010V Mission","Pre-Construction","(3) Design with Entitlements Approved","1010 Mission St","94103","3703","26","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,"01/10/2025",,"Sia Consulting Corp",,,"2022-009297PRJ","2022-009297PRJ, 2020-005514ENV, 2022-009297DNX","01/12/2023","On-site BMR Project; Fee Payment","57","13","23","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","3","0","0","3","0","0","37.7809217","-122.409163","(37.7809217, -122.409163)"
"2011-034","Parkmerced - Phase IC & 1D","Pre-Construction","(3) Design with Entitlements Approved","101 Front Blvd","94132","7331","4","7","Lakeshore","Lakeshore","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Parkmerced","Not in an OCII Project Area","New Construction","Rental",,,,,,,"Maximus",,,"2008.0021","2008.0021C,2008.0021E,2008.0021E_11,2008.0021E_3,2008.0021E_5,2008.0021E_7,2008.0021E_9,2008.0021K,2008.0021M,2008.0021P,2008.0021T,2008.0021U,2008.0021U_3,2008.0021W,2008.0021Z","02/10/2011","On-site BMR Project; Fee Payment","545","27","5","0","0","0","0","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","37.7149243","-122.4732544","(37.7149243, -122.4732544)"
"2023-025","750 Golden Gate Phase I","Construction","(5) First Construction Document Issued","750 Golden Gate Ave","94102","761","62","2","Western Addition","Downtown/Civic Center","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,"01/08/2025","11/06/2024","11/06/2024","01/08/2025",,"MidPen Housing",,,,,"04/08/2022",,"75","74","99","0","28","7","18","21","0","0","0","74","0","0","0","0","0","0","0","0","6","0","0","8","13","27","0","0","0","20","0","0","0","37.78087361","-122.4227282","(37.78087361, -122.4227282)"
"2021-002","1055 Texas (formerly 999 Texas St)","Construction","(5) First Construction Document Issued","1055 Texas St","94107","4224","178","10","Potrero Hill","Potrero Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"07/17/2024",,,,"TM Build LLC",,,"2018-015815PRJ","RA 2022089791, 2018-015815PRJ, 2018-015815AHB, 2018-015815ENV, Motion 2033, NSR 2021079436","01/14/2021","On-site BMR Project","25","6","24","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","37.75301524","-122.3944519","(37.75301524, -122.3944519)"
"2019-005","828 Brannan St","Pre-Construction","(3) Design with Entitlements Approved","828 Brannan St","94103","3780","004E","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"828 Brannan Partners, LLC (c/o The S. Hekemian Group)",,,"2015-015789PRJ",,"04/25/2019","On-site BMR Project","50","9","18","0","2","3","4","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","37.77275248","-122.4040975","(37.77275248, -122.4040975)"
"2022-014","1196 Columbus","Pre-Construction","(3) Design with Entitlements Approved","1196 Columbus Ave","94133","43","7","3","North Beach","North Beach","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"09/13/2024",,"Elevation Architects",,,"2020-006679PRJ",,"09/15/2022","On-site BMR Project; Fee Payment","56","10","18","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","2","0","0","0","2","0","0","0","0","37.80497409","-122.4166021","(37.80497409, -122.4166021)"
"2016-124","300/350 Octavia","Construction","(5) First Construction Document Issued","300 Octavia St","94102","832","092, 094","5","Hayes Valley","Western Addition","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"06/21/2019","12/22/2020",,,"DDG 235 Valencia Realty LLC",,,"2014-002330PRJ",,"10/17/2016","On-site BMR Project","24","3","13","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","37.77511046","-122.4238997","(37.77511046, -122.4238997)"
"2016-086","Block 48, Phase 4 (Blocks D, E, Q)","Construction","(5) First Construction Document Issued","989 Oakdale Ave","94124",,,"10","Bayview Hunters Point","Bayview","OCII","Other Ownership Programs","Limited Equity Program",,"HP Shipyard Phase 1","New Construction","Ownership",,"05/01/2028","08/31/2021",,"05/01/2028","06/30/2030",,,,"Not Applicable",,"03/03/2015",,"73","10","14","0","0","6","4","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","37.7277282","-122.3775434","(37.7277282, -122.3775434)"
"2016-091","HPSY I, Block 48 (OCII 1)","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94124","4591D","123, 133, 134, 135","10","Bayview Hunters Point","Bayview","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Hunters Point Ship Yard I","HP Shipyard Phase 1","New Construction","Rental",,"12/31/2028",,,"12/31/2028","12/31/2030","Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"74","73","99","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","0","73","0","0","0","0","0","0","0","0","0","0","0","37.7278961","-122.3736131","(37.7278961, -122.3736131)"
"2014-025","Schlage Project","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94134","5087, 5099, 5100, 5101, 5102, 5107","003, 003A, 014, 002, 003, 010, 006, 007, 009, 001","10","Bayview Hunters Point","Visitacion Valley","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Visitacion Valley/Schlage Lock","Not in an OCII Project Area","New Construction","Rental",,,,,,,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","2006.1308","2006.1308E,2006.1308E_3,2006.1308E_5,2006.1308M,2006.1308R,2006.1308R_3,2006.1308T,2006.1308U,2006.1308U_3,2006.1308U_5,2006.1308U_7,2006.1308W,2006.1308Z","09/02/2014","On-site BMR Project; Fee Payment","1,679","168","10","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","168","37.71031638","-122.4034122","(37.71031638, -122.4034122)"
"2016-133","Transbay Block 4W (Family)","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94105",,,"6","Financial District/South Beach","South of Market","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Transbay","Transbay","New Construction","Rental",,"05/15/2028",,,"05/15/2028",,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"200","198","99","0","0","0","0","0","0","0","0","200","0","0","40","0","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","198","37.79000867","-122.3933891","(37.79000867, -122.3933891)"
"2021-029","240-250 Church","Pre-Construction","(3) Design with Entitlements Approved","240-250 Church St","94114","3543","3","8","Castro/Upper Market","Castro/Upper Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Schaub Ly Architects",,,"2019-022510PRJ",,"12/02/2021","On-site BMR Project","24","3","13","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","37.76662772","-122.4291142","(37.76662772, -122.4291142)"
"2025-010","1687 Market","Construction","(4) Site Work Permit Issued","1687 Market St","94103","3504","40","6","Mission","South of Market","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,,"11/07/2025",,,,"Mercy Housing CA",,,"2024-010303PRJ","AB2011",,,"101","101","100","0","27","49","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101","0","0","0","0","0","0","37.77278018","-122.4219137","(37.77278018, -122.4219137)"
"2018-013","2140 Market","Pre-Construction","(3) Design with Entitlements Approved","2140 Market St","94114","3542","8","8","Castro/Upper Market","Castro/Upper Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"Ankrom Moisan Architects",,,"2014-002035PRJ","11148PRV,11461PRV,2014-002035CUA,2014-002035ENV,2014-002035PPA,2014-002035TDM,2014-002035VAR","07/31/2018","On-site BMR Project","91","13","14","0","8","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","0","3","0","0","0","0","37.76719381","-122.4298531","(37.76719381, -122.4298531)"
"2022-015","1721 15th","Construction","(4) Site Work Permit Issued","1721 15th St","94103","3555","57","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,"06/14/2024",,"Toboni Group",,,"2020-006544PRJ",,"06/16/2022","On-site BMR Project; Fee Payment","52","6","12","0","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","37.76626161","-122.4227953","(37.76626161, -122.4227953)"
"2024-002","2901 16th","Building Rehabilitation (Pre-Construction)","(2) Predevelopment Feasibility","2901 16th St","94103","3570","1","9","Mission","Mission","MOHCD","MOHCD 100% Affordable (Preservation)","Big Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental","09/18/2024","06/01/2026",,,"06/01/2026","06/01/2027","Mission Economic Development Agency",,"Mission Economic Development Agency",,,,,"63","61","97","2","55","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61","0","0","0","0","0","0","37.76492932","-122.4178765","(37.76492932, -122.4178765)"
"2006-027","125 Mason","Building Rehabilitation (Pre-Construction)","(2) Predevelopment Feasibility","125 Mason St","94102",,,"5","Tenderloin","Downtown/Civic Center","MOHCD","Inclusionary Housing","Bond Financed Inclusionary Housing",,"Not in an OCII Project Area","Rehabilitation","Rental","04/17/2023","02/15/2027","04/18/2007","06/01/2007","02/15/2027","06/15/2028","Tenderloin Neighborhood Development Corporation (TNDC)",,"Tenderloin Neighborhood Development Corporation (TNDC)",,,,"Units for Off-site Project","80","80","100","0","0","22","33","20","5","0","8","80","0","0","0","0","0","0","0","0","0","0","0","28","45","0","0","0","0","0","0","0","7","37.78476749","-122.4095369","(37.78476749, -122.4095369)"
"2016-108","Transbay Block 4E (Tower)","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94105",,,"6","Financial District/South Beach","South of Market","OCII","Inclusionary Housing","OCII Inclusionary Rental Program","Transbay","Transbay","New Construction","Rental",,"05/15/2031",,,"05/15/2031",,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"340","102","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","37.79000867","-122.3933892","(37.79000867, -122.3933892)"
"2023-005","629 Post","Building Rehabilitation (Construction)","(5) First Construction Document Issued","629 Post St","94102","305","32","3","Tenderloin","Downtown/Civic Center","MOHCD","MOHCD 100% Affordable (Preservation)","Big Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental","06/06/2023",,,,"11/05/2025","11/05/2026","Swords to Plowshares",,"Swords to Plowshares","2022-012386PRJ",,"12/29/2025",,"62","62","100","43","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63","0","0","62","0","0","0","0","0","0","0","0","37.78761864","-122.4121227","(37.78761864, -122.4121227)"
"2017-028","888 Tennessee","Pre-Construction","(3) Design with Entitlements Approved","888 Tennessee St","94107","4060","1","10","Potrero Hill","Potrero Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Reuben, Junius & Rose, LLP",,,"2013.0975","2013.0975COA,2013.0975E,2013.0975ENX,2013.0975SHD,2013.0975TDM,2013.0975U","10/19/2017","On-site BMR Project","110","17","15","0","3","7","6","1","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","37.76076626","-122.3899233","(37.76076626, -122.3899233)"
"2016-096","HPSY II-CP, Block 7","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94124",,,"10","Bayview Hunters Point","Bayview","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Hunters Point Ship Yard II/Candlestick Point","Candlestick Point","New Construction","Rental",,"06/01/2028",,,"06/01/2028",,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned","Not Applicable",,,,"60","59","98","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","0","0","59","0","0","0","0","0","0","0","0","0","37.71648001","-122.3871874","(37.71648001, -122.3871874)"
"2023-031","Treasure Island Parcel B1","Pre-Construction","(0) Multiphase Project before Predevelopment","Multiphase Project Address not Assigned","94130",,,"6","Treasure Island","Treasure Island/YBI","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Treasure Island","Not in an OCII Project Area","New Construction","Rental",,,,,,,"Multiphase Project Sponsor not Assigned","Multiphase Project Sponsor not Assigned","Multiphase Project Owner not Assigned",,,,"On-site BMR Project","117","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","37.8172631","-122.371094","(37.8172631, -122.371094)"
"2021-003","1526-1560 Folsom","Pre-Construction","(3) Design with Entitlements Approved","1526-1560 Folsom St","94103","3516","067, 066, 068, 009","6","Mission","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,"02/17/2023",,,,,"L37 Partners",,,"2018-014795PRJ","2018-014795PRJ, 2018-014795ENV","02/18/2021","On-site BMR Project; Fee Payment","231","34","15","0","9","12","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","7","0","0","0","7","0","0","0","0","37.77158402","-122.4145769","(37.77158402, -122.4145769)"
"2018-015","255 Shipley St","Construction","(5) First Construction Document Issued","255 Shipley St","94107","3753","70","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"09/23/2021","08/12/2022",,,"Reuben, Junius & Rose, LLP",,,"2016-012030PRJ","2016-012030ENV,2016-012030ENX,2016-012030PPA","08/23/2018","On-site BMR Project","24","3","13","0","2","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","37.77869188","-122.4037837","(37.77869188, -122.4037837)"
"2023-029","490 Avenue of the Palms - Portico (Treasure Island)","Construction","(5) First Construction Document Issued","490 Avenue of the Palms","94130","8906","9","6","Treasure Island","Treasure Island/YBI","MOHCD","Inclusionary Housing","Inclusionary Housing Program","Treasure Island","Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Wilson Meany, Stockbridge, and Lennar",,"TI Lots 3-4, LLC",,,,"On-site BMR Project","148","7","5","0","0","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","2","0","0","0","37.8216998","-122.3742938","(37.8216998, -122.3742938)"
"1998-013","Golden Gate Apartments","Building Rehabilitation (Pre-Construction)","(1) Preliminary Phase","1820 Post St","94115",,,"5","Japantown","Western Addition","SFRA","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Western Addition-Area 2","Rehabilitation","Rental",,,"08/11/1989",,"06/09/2026","12/01/2027","Chinatown Community Development Center",,,,,,,"0","71","0","0","0","0","0","0","0","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.78572607","-122.4321003","(37.78572607, -122.4321003)"
"2024-012","300 De Haro","Construction","(5) First Construction Document Issued","300 De Haro St","94103","3956","8","10","Mission Bay","Potrero Hill","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"Not in an OCII Project Area","New Construction","Rental",,,"03/28/2025",,"06/01/2025",,"DM Development",,,"2024-005784PRJ","SB 330 & SB 35","11/21/2024",,"425","425","100","0","425","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","150","0","217","0","0","0","0","0","0","37.76572549","-122.4019902","(37.76572549, -122.4019902)"
"2018-051","4101 3rd St","Construction","(4) Site Work Permit Issued","4101 3rd St","94124","5260","1","10","Bayview Hunters Point","Bayview","OCII","Inclusionary Housing","OCII Inclusionary Rental Program",,"Bayview Hunters Point","New Construction","Rental",,,"06/30/2020",,,,,,,"Not Applicable",,,,"35","10","29","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","37.73989446","-122.3886055","(37.73989446, -122.3886055)"
"2018-048","1924 Mission","Construction","(4) Site Work Permit Issued","1924 Mission St","94103","3554","003A","9","Mission","Mission","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"08/22/2019",,,,"Gerry Ramsey",,,"2014.0449",,"03/27/2019","On-site BMR Project","11","1","9","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","37.76629884","-122.4201022","(37.76629884, -122.4201022)"
"2016-136","Mission Bay South 4 East (Phase II)","Pre-Construction","(3) Design with Entitlements Approved","505 Mission Rock St","94158","8711","029B","6","Mission Bay","South of Market","OCII","MOHCD 100% Affordable (New Development)","Multifamily Rental Program","Mission Bay South","Mission Bay","New Construction","Rental",,,"06/01/2026",,"02/28/2028",,"Curtis Development","Bayview Senior Services","Curtis Development",,,"11/18/2025",,"233","231","99","0","0","63","107","56","5","2","0","0","0","0","47","0","47","0","0","14","33","87","0","41","32","24","0","0","0","0","0","0","2","37.77281258","-122.3898106","(37.77281258, -122.3898106)"
"2001-015","The Dudley Apartments","Building Rehabilitation (Construction)","(4) Site Work Permit Issued","172-180 6th St","94103","3726","10","6","South of Market","South of Market","MOHCD","MOHCD 100% Affordable (New Development)","Multifamily Rental Program",,"South of Market","Rehabilitation","Rental",,"08/20/2025","09/24/2019",,"08/15/2025","09/01/2026","Mercy Housing CA",,"Mercy Housing California XXII, LP","Not Applicable",,,,"75","74","99","25","25","24","0","0","0","0","2","74","0","0","25","0","0","0","0","0","0","74","0","0","0","0","0","0","0","0","0","0","0","37.77983099","-122.4076826","(37.77983099, -122.4076826)"
"2018-009","600 20th","Pre-Construction","(3) Design with Entitlements Approved","600 20th St","94107","4058","2","10","Potrero Hill","Potrero Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"Workshop 1",,,"2016-008651PRJ","2016-008651ENV,2016-008651ENX,2016-008651PPA,2016-008651TDM","06/14/2018","On-site BMR Project","21","3","14","0","0","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","37.76077864","-122.3877495","(37.76077864, -122.3877495)"
"2025-003","835 Turk","Building Rehabilitation (Construction)","(4) Site Work Permit Issued","835 Turk St","94102","761","016A","2","Western Addition","Downtown/Civic Center","MOHCD/HSH","MOHCD 100% Affordable (Preservation)","HSH Homekey",,"Western Addition-Area 2","Rehabilitation","Rental",,,"01/13/2026",,"03/01/2026","02/17/2027","Five Keys School and Programs",,,"2025-002323PRJ",,,,"106","106","100","106","0","0","0","0","0","0","0","0","0","0","106","0","106","0","0","53","0","53","0","0","0","0","0","0","0","0","0","0","0","37.78155809","-122.4229061","(37.78155809, -122.4229061)"
"2016-022","430 Eddy","Pre-Construction","(3) Design with Entitlements Approved","430 Eddy St","94109","334","8","5","Tenderloin","Downtown/Civic Center","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Ownership",,,,,,,"430 Eddy Associates LLC",,,"2014.04","2014.0400CUA,2014.0400E,2014.0400PPA,2014.0400SHD,2014.0400U","03/17/2016","On-site BMR Project","23","3","13","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","37.78393983","-122.4147906","(37.78393983, -122.4147906)"
"2016-126","CPN-Block 2a","Pre-Construction","(3) Design with Entitlements Approved","Address not yet assigned","94124",,,"10","Bayview Hunters Point","Bayview","OCII","Other Ownership Programs","Limited Equity Program",,"HP Shipyard Phase 2","New Construction","Ownership",,"06/01/2032",,,"06/01/2032",,,,,,,"03/20/2018",,"130","7","5","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","0","37.7154215","-122.3855498","(37.7154215, -122.3855498)"
"2025-007","3235-3237 16th St","Building Rehabilitation (Pre-Construction)","(2) Predevelopment Feasibility","3235-3237 16th St","94103","3567","41","8","Mission","Mission","MOHCD","MOHCD 100% Affordable (Preservation)","Small Sites Program",,"Not in an OCII Project Area","Rehabilitation","Rental",,"03/31/2026",,,"03/31/2026","12/31/2026","San Francisco Community Land Trust",,"SFCLT 16th Street Holdings, LLC",,,,,"0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","37.76447544","-122.4248484","(37.76447544, -122.4248484)"
"2016-083","98 Pennsylvania","Construction","(4) Site Work Permit Issued","98 Pennsylvania Ave","94107","3948","2","10","Mission Bay","Potrero Hill","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,"12/05/2018",,,,"Ciaran & Patrick Harty",,,"2020-010275PRJ",,"03/02/2023","On-site BMR Project; Fee Payment","64","9","14","0","2","3","3","1","0","0","0","9","0","0","0","0","0","0","0","0","0","6","0","0","1","0","0","0","2","0","0","0","0","37.76556181","-122.3941557","(37.76556181, -122.3941557)"
"2023-015","469 Stevenson","Pre-Construction","(3) Design with Entitlements Approved","469 Stevenson St","94103","3704","45","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,"04/18/2025",,"Build Inc",,,"2016-014833PRJ",,"04/20/2023","On-site BMR Project; Fee Payment","495","66","13","0","26","19","13","8","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","14","0","0","0","14","0","0","0","0","37.78200175","-122.4088906","(37.78200175, -122.4088906)"
"2012-001f","Alice Griffith Phase 5 (Blocks 14 & 15)","Pre-Construction","(2) Predevelopment Feasibility","Address not yet assigned","94124",,,"10","Bayview Hunters Point","Bayview","OCII","MOHCD 100% Affordable (New Development)","HOPE SF","Alice Griffith HOPE SF","Candlestick Point","New Construction","Rental",,"06/01/2035",,,"06/01/2035",,"McCormack Baron Salazar",,"Entity to be formed","Not Applicable",,,,"36","35","97","0","0","0","0","0","29","6","4","35","0","0","0","0","0","30","0","0","0","30","0","5","0","0","0","0","0","0","0","0","0","37.71876424","-122.38767","(37.71876424, -122.38767)"
"2019-016","755 Brannan","Pre-Construction","(3) Design with Entitlements Approved","755 Brannan St","94103","3784","181","6","South of Market","South of Market","MOHCD","Inclusionary Housing","Inclusionary Housing Program",,"Not in an OCII Project Area","New Construction","Rental",,,,,,,"SF Green Homes, LLC",,,"2017-002951PRJ","2017-002951PRJ, 2017-002951ENV, 2017-002951ENX, 2017-002951PPA,","08/22/2019","On-site BMR Project; Fee Payment","57","8","14","0","3","1","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","2","0","0","0","0","37.77374232","-122.4018744","(37.77374232, -122.4018744)"
"2025-008","101 Gough","Building Rehabilitation (Pre-Construction)","(1) Preliminary Phase","101 Gough St","94102","838","7","6","Hayes Valley","Western Addition","MOHCD","MOHCD 100% Affordable (Preservation)","Supportive Living Preservation Program",,"Not in an OCII Project Area","Rehabilitation","Rental",,"07/01/2026",,,"07/01/2026",,"Safehouse",,,"2025-008692PRL",,,,"23","23","100","0","16","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","37.77424181","-122.4225827","(37.77424181, -122.4225827)"
